"age_first_marriage","marital_status","area","region","education_level","health_insurance","ethnicity","wealth_index","current_contraceptive_use","awareness_hiv_aids","access_to_media"
NA,3,2,6,3,1,1,5,0,1,1
25,1,2,6,NA,NA,1,NA,NA,NA,NA
20,2,2,6,2,1,1,1,0,1,1
20,2,2,6,1,1,1,1,0,0,1
19,2,2,6,2,0,1,1,0,1,1
23,1,2,6,2,0,1,5,1,1,1
NA,3,2,6,3,1,1,5,0,1,1
27,2,2,6,2,1,1,3,0,1,1
23,1,2,6,0,1,1,3,0,1,1
20,2,2,6,1,1,1,3,0,1,1
23,1,2,6,5,0,1,4,1,1,1
21,1,2,6,5,1,1,5,1,1,1
NA,3,2,6,5,1,1,5,0,1,1
17,1,2,6,2,1,1,5,1,1,1
21,1,2,6,3,0,1,4,0,1,1
NA,3,2,6,3,0,1,4,0,1,1
25,1,2,6,4,1,1,3,1,1,1
17,1,2,6,NA,NA,1,NA,NA,NA,NA
23,1,2,6,2,1,1,3,1,1,1
NA,3,2,6,3,1,1,3,0,1,1
NA,3,2,6,5,0,1,3,0,1,1
27,1,2,6,5,1,1,5,1,1,1
27,1,2,6,NA,NA,1,NA,NA,NA,NA
27,1,2,6,NA,NA,1,NA,NA,NA,NA
27,1,2,6,NA,NA,1,NA,NA,NA,NA
24,1,2,6,2,1,1,5,1,1,1
17,1,2,6,1,1,1,3,1,0,1
NA,3,2,6,3,1,1,2,0,1,1
19,1,2,6,NA,NA,1,NA,NA,NA,NA
20,1,2,6,1,0,1,1,0,1,1
38,1,2,6,1,1,1,3,0,1,1
17,2,2,6,2,1,1,2,0,1,1
24,1,2,6,1,0,1,2,0,1,0
19,1,2,6,2,1,1,2,1,1,1
NA,3,2,6,1,1,1,5,0,1,1
24,1,2,6,5,1,1,5,1,1,1
33,1,2,6,3,1,1,4,1,1,1
22,1,2,6,4,1,1,5,1,1,1
22,1,2,6,3,1,1,1,1,1,1
NA,NA,2,6,0,1,1,4,0,1,1
34,1,1,6,5,1,1,4,0,1,1
30,1,1,6,2,0,1,4,1,1,1
25,1,1,6,1,1,1,3,1,1,1
24,1,1,6,2,0,1,2,1,1,1
21,1,1,6,3,1,1,3,0,1,1
20,2,1,6,4,1,1,3,1,1,1
20,1,1,6,1,1,1,2,1,0,1
NA,3,1,6,3,1,1,2,0,1,1
22,1,1,6,2,1,1,2,1,1,1
NA,3,1,6,3,1,1,5,0,1,1
17,1,1,6,1,0,1,3,1,0,1
22,1,1,6,5,1,1,3,1,1,1
25,1,1,6,5,1,1,5,1,1,1
18,1,1,6,2,0,1,2,1,1,1
22,1,1,6,3,1,1,2,0,1,1
19,1,1,6,1,1,1,3,1,1,1
21,1,1,6,3,1,1,2,1,1,1
28,1,1,6,5,1,1,3,1,1,1
18,1,1,6,2,1,1,4,1,1,1
20,1,1,6,NA,NA,1,NA,NA,NA,NA
NA,3,1,6,3,1,1,4,0,1,1
20,1,1,6,1,1,1,5,1,1,1
18,1,1,6,1,0,1,3,1,0,0
17,2,1,6,2,1,1,2,1,1,1
20,1,1,6,NA,NA,1,NA,NA,NA,NA
26,1,1,6,5,1,1,3,1,1,1
25,1,1,6,5,1,1,5,1,1,1
NA,3,2,6,3,1,1,1,0,1,1
21,1,2,6,1,1,1,2,1,1,1
27,1,2,6,1,1,1,1,1,1,1
20,1,2,6,3,0,1,4,1,1,1
17,1,2,6,2,1,1,4,1,1,1
NA,3,2,6,2,1,1,4,0,1,1
20,1,2,6,3,1,1,4,1,1,1
21,1,2,6,1,1,1,2,1,1,1
19,1,2,6,2,0,1,2,0,1,1
NA,3,2,6,3,1,1,2,0,1,1
21,1,2,6,NA,NA,1,NA,NA,NA,NA
24,1,2,6,2,1,1,1,1,0,1
19,1,2,6,2,0,1,5,1,0,1
26,1,2,6,2,1,1,3,1,1,1
17,1,2,6,NA,NA,1,NA,NA,NA,NA
20,1,2,6,2,1,1,1,1,1,1
19,1,2,6,1,0,1,1,0,1,0
NA,3,2,6,2,1,1,1,0,0,1
19,1,2,6,2,1,1,1,1,1,1
NA,3,2,6,NA,NA,1,NA,NA,NA,NA
17,1,2,6,2,1,1,2,0,1,1
20,1,2,6,2,1,1,1,1,1,1
NA,3,2,6,3,1,1,1,0,1,1
NA,3,2,6,2,0,1,1,0,1,1
20,1,2,6,2,1,1,1,1,1,1
NA,3,2,6,3,1,1,1,0,1,1
19,1,2,6,3,1,1,1,1,1,1
23,1,2,6,1,1,1,1,1,1,1
NA,3,2,6,3,1,1,1,0,1,1
20,1,2,6,1,1,1,1,0,1,1
NA,3,2,6,3,1,1,1,0,1,1
19,1,2,6,2,1,1,2,1,1,1
21,1,2,6,2,1,1,4,1,1,1
NA,3,2,6,2,1,1,4,0,1,1
29,1,2,6,2,1,1,3,1,1,1
NA,3,2,6,5,1,1,3,0,1,1
21,1,2,6,2,1,1,2,1,1,1
22,1,2,6,3,1,1,2,0,1,1
24,1,2,6,5,1,1,5,1,1,1
22,1,2,6,5,1,1,4,1,1,1
NA,3,2,6,1,1,1,1,0,0,1
17,1,2,6,1,1,1,2,1,0,1
NA,3,2,6,3,1,1,2,0,1,1
NA,3,2,6,3,1,1,2,0,1,1
22,1,2,6,5,1,1,3,1,1,1
22,1,2,6,2,1,1,3,NA,1,1
22,1,2,6,5,1,1,5,1,1,1
NA,3,2,6,3,1,1,1,0,1,1
23,1,2,6,2,1,1,1,NA,1,1
26,1,2,6,2,1,1,1,1,1,1
16,1,2,6,2,1,1,1,1,1,1
21,1,2,6,1,1,1,3,0,1,1
16,1,2,6,2,1,1,4,1,0,0
22,2,2,6,3,1,1,4,0,1,1
20,1,2,6,2,1,1,4,0,1,1
30,1,2,6,1,1,1,1,1,1,1
20,1,2,6,1,1,1,2,0,1,1
25,1,2,6,2,1,1,1,0,1,1
26,1,2,6,1,1,1,1,1,1,1
NA,3,2,6,3,1,1,1,0,1,1
16,1,2,6,1,1,1,2,0,1,1
21,1,2,6,1,1,1,1,1,1,0
NA,3,2,6,1,1,1,1,0,1,1
27,2,2,6,3,0,1,2,0,1,1
21,1,2,6,2,1,1,2,1,1,1
18,1,2,6,NA,NA,1,NA,NA,NA,NA
NA,3,2,6,3,1,1,1,0,1,1
21,2,2,6,3,1,1,2,0,1,1
21,1,2,6,2,0,1,4,0,1,1
36,1,2,6,3,1,1,1,1,1,1
33,2,2,6,2,1,1,2,0,1,1
18,1,2,6,2,1,1,3,1,1,1
18,1,2,6,1,1,1,1,1,0,0
31,2,2,6,NA,NA,1,NA,NA,NA,NA
20,1,2,6,3,0,1,3,1,1,1
21,1,2,6,3,1,1,5,1,1,1
31,2,2,6,2,0,1,1,0,1,1
29,1,2,6,2,1,1,2,1,0,1
24,1,2,6,NA,NA,1,NA,NA,NA,NA
20,1,2,6,2,1,1,4,1,1,1
24,1,2,6,3,1,1,2,1,1,1
29,1,2,6,3,1,1,2,1,1,1
17,1,2,6,1,1,1,4,1,1,1
NA,3,2,6,3,1,1,4,0,1,1
29,1,2,6,1,1,1,1,1,1,1
16,1,2,6,1,1,1,1,1,1,1
18,2,2,6,3,1,1,1,0,1,1
28,1,2,6,4,1,1,2,1,1,1
22,1,2,6,1,1,1,4,0,0,1
23,1,2,6,1,0,1,3,1,1,1
18,1,2,6,1,0,1,1,1,1,1
18,1,2,6,2,0,1,1,0,1,1
18,1,2,6,NA,NA,1,NA,NA,NA,NA
NA,3,2,6,3,1,1,1,0,1,1
17,1,2,6,1,1,1,4,1,1,1
NA,3,2,6,3,1,1,4,0,1,1
20,1,2,6,1,0,1,2,1,1,1
17,1,2,6,1,1,1,4,1,1,1
19,1,2,6,1,0,1,1,1,0,1
18,1,2,6,2,0,1,1,1,0,1
24,1,2,6,2,0,1,4,1,1,1
18,1,2,6,2,0,1,1,1,1,1
NA,3,2,6,3,0,1,1,0,1,1
19,1,2,6,1,1,1,1,1,0,1
NA,3,2,6,2,1,1,1,0,1,1
28,1,2,6,4,1,1,4,0,1,1
18,1,2,6,1,1,1,2,1,1,1
16,1,2,6,3,1,1,2,1,1,1
18,1,2,6,2,1,1,2,1,1,1
20,1,2,6,1,1,1,3,0,1,1
21,1,2,6,2,1,1,3,1,1,1
15,1,2,6,1,1,1,1,1,1,1
21,1,2,6,1,1,1,1,0,1,1
21,1,2,6,1,0,1,1,1,1,1
19,1,2,6,2,1,1,1,1,1,1
18,1,2,6,2,1,1,2,0,0,1
20,1,2,6,2,1,1,3,1,0,1
29,1,2,6,2,1,1,1,1,0,0
25,1,1,6,5,1,1,2,0,1,1
NA,3,1,6,5,1,1,2,0,1,1
26,1,1,6,5,1,1,4,1,1,1
NA,3,1,6,5,1,1,2,0,1,1
NA,3,1,6,4,1,1,3,0,1,1
15,2,1,6,3,1,3,2,0,1,1
21,1,1,6,5,1,1,5,1,1,1
20,1,1,6,2,1,1,3,1,1,1
NA,3,1,6,4,1,1,2,0,1,1
NA,3,1,6,5,1,1,3,0,1,1
27,2,1,6,5,1,1,3,0,1,1
NA,3,1,6,5,1,1,2,0,1,1
NA,3,1,6,5,1,1,2,0,1,1
NA,3,1,6,5,1,1,2,0,1,1
NA,3,1,6,3,1,1,2,0,1,1
NA,3,1,6,5,1,1,3,0,1,1
NA,3,1,6,5,1,1,2,0,1,1
28,1,1,6,1,0,1,2,1,1,1
18,1,1,6,1,0,3,1,0,1,0
34,1,1,6,1,1,3,4,0,1,1
22,1,1,6,3,0,3,1,1,1,1
16,1,1,6,1,1,3,3,1,1,1
16,1,1,6,2,1,3,3,1,1,1
NA,3,1,6,3,1,1,3,0,1,1
22,1,1,6,3,0,1,4,1,1,1
NA,3,1,6,5,1,3,1,0,1,1
22,1,1,6,3,1,1,3,0,1,1
25,1,1,6,2,1,1,4,1,1,1
19,1,1,6,5,1,3,1,1,1,1
29,1,1,6,3,1,1,5,0,1,1
21,1,1,6,2,0,3,1,1,1,1
NA,3,1,6,3,1,3,1,0,1,1
16,1,1,6,1,0,3,1,1,1,0
21,1,1,6,1,0,3,1,1,1,1
18,1,1,6,2,0,3,1,1,1,1
NA,3,1,6,5,1,3,1,0,1,1
23,1,1,6,2,1,3,2,1,1,1
18,1,1,6,1,0,3,1,1,1,1
18,2,1,6,1,0,3,1,0,1,1
22,2,1,6,1,1,3,3,1,1,1
20,1,1,6,3,1,3,3,0,1,1
19,1,1,6,2,0,3,1,1,1,1
21,1,1,6,2,0,3,3,1,1,1
27,1,1,6,0,1,3,1,1,1,0
NA,3,1,6,NA,NA,3,NA,NA,NA,NA
17,1,1,6,0,1,3,2,1,1,1
29,1,1,6,5,1,3,2,NA,1,1
NA,3,1,6,3,1,3,2,0,1,1
NA,3,1,6,3,1,3,2,0,1,1
20,1,1,6,0,0,3,1,1,0,1
18,1,1,6,0,0,3,1,1,1,0
NA,3,1,6,2,1,3,1,0,1,1
17,1,1,6,1,0,3,2,1,1,1
25,1,1,6,3,0,3,2,0,1,1
19,1,1,6,2,1,3,1,1,1,1
NA,3,2,6,3,1,3,3,0,1,1
NA,3,2,6,3,1,3,4,0,1,1
21,1,2,6,2,1,3,2,1,1,1
19,2,2,6,3,1,1,3,0,1,1
28,1,2,6,0,1,3,4,0,1,0
NA,3,2,6,3,1,3,4,0,1,1
NA,3,2,6,3,1,3,4,0,1,1
NA,3,2,6,5,1,3,2,0,1,1
40,1,2,6,3,1,3,2,0,1,1
24,1,2,6,5,1,1,3,1,1,1
21,1,2,6,2,1,1,3,1,1,0
NA,3,2,6,3,1,1,3,0,1,1
17,1,2,6,2,1,1,3,1,1,1
23,1,2,6,3,1,1,4,0,1,1
27,1,2,6,1,1,3,3,0,1,1
18,1,2,6,1,0,1,2,1,1,1
18,1,2,6,2,1,1,2,1,1,1
20,2,2,6,NA,NA,1,NA,NA,NA,NA
20,2,2,6,1,0,1,1,0,1,1
22,1,2,6,3,1,1,1,1,1,1
18,1,2,6,1,1,1,2,1,1,1
19,1,2,6,2,1,1,1,1,1,1
NA,3,2,6,3,1,1,1,0,1,1
NA,3,2,6,3,1,1,1,0,1,1
25,1,2,6,5,1,1,3,1,1,1
21,1,2,6,4,1,1,1,1,1,1
19,1,2,6,2,1,1,2,1,1,1
19,1,2,6,2,1,1,3,0,1,1
18,1,2,6,3,1,1,3,1,1,1
NA,3,2,6,3,1,1,3,0,1,1
17,1,2,6,1,0,1,2,1,1,1
16,1,2,6,2,1,1,2,1,1,1
23,1,2,6,3,1,1,3,1,1,1
17,1,2,6,1,1,3,1,1,1,0
25,1,2,6,1,1,3,2,NA,1,1
24,1,2,6,1,1,3,2,1,1,0
20,1,2,6,2,1,3,1,1,1,0
24,1,2,6,0,1,3,1,1,1,0
22,1,2,6,2,1,1,3,0,1,1
17,1,2,6,3,1,1,3,1,1,1
22,1,2,6,2,0,3,2,1,1,1
17,1,2,6,2,1,3,2,1,1,1
26,1,2,6,0,1,3,2,1,1,0
29,1,2,6,3,1,3,3,1,1,1
22,2,2,6,2,1,1,2,0,1,1
NA,3,2,6,3,1,1,2,0,1,1
33,1,2,6,1,1,3,2,1,0,1
19,1,2,6,2,0,1,2,1,1,1
NA,3,2,6,3,0,1,2,0,1,1
27,1,2,6,3,1,3,4,1,1,1
23,2,2,6,0,1,3,3,0,1,1
16,1,2,6,1,1,3,1,1,1,1
23,2,2,6,1,0,1,5,0,1,1
25,1,2,6,5,1,1,2,1,1,1
22,1,2,6,4,1,3,3,1,1,1
26,1,2,6,2,1,3,3,1,1,1
19,1,2,6,2,1,1,1,1,1,1
NA,3,2,6,2,1,1,1,0,1,1
26,1,2,6,1,1,1,1,1,1,1
19,1,2,6,2,1,3,3,1,1,1
20,2,2,6,1,1,3,1,0,1,1
NA,3,2,6,3,1,3,1,0,1,1
20,1,2,6,NA,NA,3,NA,NA,NA,NA
29,1,2,6,1,1,3,1,1,1,1
17,1,2,6,2,0,3,1,1,1,1
24,1,2,6,2,1,3,2,1,1,1
20,1,2,6,2,1,3,3,1,1,1
21,1,2,6,2,1,3,3,1,1,1
16,1,2,6,3,1,3,1,1,1,1
13,1,2,6,1,0,1,1,1,1,1
23,1,2,6,1,1,3,1,1,1,0
NA,3,2,6,3,1,3,1,0,1,1
18,1,2,6,1,0,1,2,1,1,1
25,2,2,6,2,1,1,1,0,1,1
19,1,2,6,2,1,1,2,1,1,1
18,1,2,6,1,1,1,1,1,1,1
22,1,2,6,3,1,1,1,1,1,1
22,1,2,6,2,1,1,2,1,1,0
18,1,2,6,2,1,1,5,1,1,1
NA,3,2,6,5,1,1,5,0,1,1
27,1,2,6,3,1,3,1,1,1,1
19,1,2,6,5,1,1,4,1,1,1
33,1,2,6,2,1,1,4,1,1,1
NA,3,2,6,3,0,3,5,0,1,1
26,1,2,6,3,0,3,3,NA,1,1
33,1,2,6,1,1,1,3,1,1,1
25,1,2,6,2,1,1,4,1,1,1
20,1,2,6,3,1,1,3,0,1,1
19,1,2,6,1,1,3,1,1,1,1
NA,3,2,6,1,1,3,1,0,1,1
24,1,2,6,1,1,3,3,1,1,1
15,1,2,6,2,1,3,2,1,1,1
21,1,2,6,2,1,3,1,1,1,1
24,1,2,6,3,1,1,4,1,1,1
27,1,2,6,4,1,3,2,NA,1,1
31,1,2,6,1,1,3,4,0,1,1
25,1,2,6,2,1,3,1,0,1,1
24,1,2,6,3,1,3,2,0,1,1
21,1,2,6,1,1,3,2,1,1,1
25,1,2,6,2,1,3,1,1,1,1
26,1,2,6,0,0,3,1,1,1,1
21,1,2,6,0,0,3,1,1,1,0
27,1,2,6,1,1,3,1,1,1,1
NA,3,2,6,2,1,3,1,0,1,1
17,1,2,6,2,1,1,1,1,1,1
20,1,2,6,0,1,3,2,1,1,1
19,1,2,6,1,1,3,1,1,1,1
NA,3,2,6,2,1,3,1,0,1,0
21,1,2,6,3,0,3,4,0,1,1
21,1,2,6,1,1,3,1,1,1,1
17,1,2,6,0,1,3,1,1,1,1
NA,3,2,6,3,1,3,1,0,1,1
28,1,2,6,0,1,3,1,0,1,1
25,1,2,6,1,1,3,1,1,1,1
22,1,2,6,2,1,1,4,1,1,1
NA,3,2,6,5,1,1,4,0,1,1
26,1,2,6,1,1,3,3,1,0,1
22,1,2,6,3,1,3,2,1,1,0
20,1,2,6,2,1,3,1,1,1,1
19,1,2,6,2,0,3,1,1,0,1
19,1,2,6,2,1,1,3,1,1,1
NA,3,2,6,5,1,1,5,0,1,1
19,2,2,6,1,1,3,1,0,0,1
19,1,2,6,2,1,3,1,1,1,1
22,1,2,6,2,1,3,2,1,1,1
44,1,2,6,0,1,3,1,0,1,0
23,1,2,6,2,1,3,2,1,1,1
23,1,2,6,2,1,1,1,1,1,1
31,1,2,6,1,1,1,1,0,1,1
18,1,2,6,2,1,3,1,1,1,1
19,1,2,6,1,1,3,1,1,0,1
15,1,2,6,2,1,3,1,1,1,1
21,1,2,6,1,1,3,1,0,0,1
21,1,2,6,NA,NA,3,NA,NA,NA,NA
18,1,2,6,2,1,3,1,1,0,1
20,1,2,6,1,0,3,1,1,0,1
20,1,2,6,5,1,1,4,1,1,1
19,1,2,6,0,1,3,3,1,1,1
NA,3,2,6,2,1,3,3,0,1,1
22,1,2,6,2,1,3,5,1,1,1
21,1,2,6,1,1,3,2,1,1,1
NA,3,2,6,5,1,3,2,0,1,1
NA,3,2,6,3,1,3,2,0,1,1
20,1,2,6,3,1,3,3,0,1,1
21,1,2,6,2,1,3,2,1,1,1
NA,3,2,6,1,1,3,2,0,0,1
NA,3,2,6,3,1,3,2,0,1,1
22,1,2,6,3,1,3,3,1,0,1
23,1,2,6,5,1,1,4,NA,1,1
23,1,2,6,5,1,1,5,NA,1,1
28,1,2,6,5,1,3,1,0,1,1
24,2,2,6,0,1,3,1,0,1,1
NA,3,2,6,1,1,3,1,0,1,1
24,1,2,6,1,1,1,3,1,1,1
26,1,2,6,2,1,3,2,1,1,1
25,2,2,6,1,1,3,3,0,1,0
NA,3,2,6,3,1,3,3,0,1,1
26,1,2,6,5,1,3,2,1,1,1
19,1,2,6,1,1,3,1,1,1,1
20,1,2,6,1,1,3,1,1,1,0
22,1,2,6,2,1,3,3,1,1,0
21,1,2,6,2,1,1,5,1,1,1
16,1,2,6,1,1,3,2,1,0,1
20,1,2,6,1,1,3,2,1,1,1
21,1,2,6,2,1,3,3,1,1,1
23,1,2,6,5,1,3,3,0,1,1
21,1,2,6,NA,NA,3,NA,NA,NA,NA
15,1,2,6,2,1,3,1,1,1,1
NA,3,2,6,2,1,3,1,0,0,0
21,1,2,6,2,1,1,2,1,0,0
24,1,2,6,3,1,1,4,1,1,1
23,1,2,6,NA,NA,3,NA,NA,NA,NA
18,1,2,6,2,1,3,4,1,1,1
36,1,2,6,0,1,3,1,1,1,1
25,1,2,6,1,1,3,2,1,1,1
20,1,2,6,0,1,3,3,1,1,1
18,1,2,6,1,1,3,2,1,1,1
18,1,2,6,2,1,3,4,1,1,1
25,1,2,6,2,1,3,2,0,1,1
22,1,2,6,3,1,3,3,1,1,1
23,1,2,6,1,1,3,1,1,1,1
21,1,2,6,2,1,3,2,1,1,1
30,1,2,6,1,1,3,2,1,1,1
16,2,2,6,1,1,3,1,0,1,1
21,1,2,6,3,1,3,1,1,1,1
20,1,2,6,2,1,3,1,1,1,1
NA,3,2,6,3,1,3,1,0,1,1
27,1,2,6,2,1,3,3,1,1,1
29,1,2,6,4,1,1,5,0,1,1
24,1,2,6,4,1,1,4,1,1,1
NA,3,2,6,2,1,1,4,0,1,1
22,1,2,6,3,1,1,4,1,1,1
19,1,2,6,2,1,1,2,1,1,1
20,1,2,6,2,1,1,4,1,1,1
16,1,2,6,2,1,3,2,1,1,1
21,1,2,6,2,1,1,3,1,1,1
21,1,2,6,1,1,3,1,1,0,1
NA,3,2,6,3,1,3,1,0,1,0
NA,3,2,6,NA,NA,3,NA,NA,NA,NA
22,1,2,6,3,1,1,4,1,1,1
23,1,2,6,4,1,1,3,1,1,1
27,2,2,6,5,1,1,3,1,1,1
22,1,2,6,1,1,3,1,1,1,1
NA,3,2,6,3,1,3,1,0,1,1
17,1,2,6,2,1,3,2,1,1,1
19,1,2,6,2,1,3,2,1,1,1
24,1,2,6,1,1,3,2,0,1,0
19,2,2,6,1,1,3,1,1,0,1
17,1,2,6,2,1,3,2,1,1,1
22,1,2,6,5,1,3,2,0,1,1
23,1,2,6,0,1,3,2,1,1,0
24,1,2,6,1,1,3,2,1,0,1
18,1,2,6,2,1,3,2,0,0,1
NA,3,2,6,2,1,1,2,0,1,1
21,1,2,6,1,1,1,2,1,1,1
20,1,2,6,2,1,3,2,1,1,1
13,1,2,6,0,1,3,2,1,0,1
23,1,2,6,3,1,3,1,NA,1,1
22,1,2,6,2,1,1,4,1,1,1
NA,3,2,6,3,1,1,4,0,1,1
17,1,2,6,2,1,3,3,1,1,1
23,1,2,6,3,1,1,2,1,1,1
22,1,2,6,0,1,3,2,1,1,1
16,1,2,6,1,1,3,1,1,1,1
19,1,2,6,NA,NA,1,NA,NA,NA,NA
19,1,2,6,1,1,3,1,1,0,0
NA,3,2,6,3,1,3,1,0,1,1
NA,3,2,6,3,1,1,3,0,1,1
22,1,2,6,2,1,1,3,1,1,1
NA,3,2,6,3,1,1,3,0,1,1
21,1,2,6,2,1,1,4,1,1,1
15,1,2,6,1,1,3,2,1,1,1
22,1,2,6,2,1,3,1,1,1,1
24,1,2,6,0,1,3,1,1,1,1
33,1,2,6,0,1,3,2,0,1,1
30,1,2,6,2,1,3,3,1,1,1
16,1,2,6,3,1,3,2,1,1,0
16,1,2,6,3,1,3,2,1,1,1
22,1,2,6,4,1,1,3,1,1,1
22,1,2,6,NA,NA,1,NA,NA,NA,NA
24,1,2,6,2,1,3,4,1,1,1
NA,3,2,6,3,1,3,4,0,1,1
25,1,2,6,1,1,1,2,1,1,1
19,1,2,6,2,1,3,3,1,1,1
22,1,2,6,2,1,3,1,1,1,0
19,1,2,6,3,1,3,3,1,1,1
25,1,2,6,1,0,3,2,1,1,1
NA,3,2,6,3,1,3,2,0,1,1
NA,3,2,6,0,1,3,1,0,0,0
20,1,2,6,1,1,3,1,1,1,1
32,1,2,6,2,1,3,2,1,1,1
20,1,2,6,1,1,3,2,1,1,1
19,1,2,6,1,1,3,3,1,1,1
20,1,2,6,0,1,3,1,1,1,1
NA,3,2,6,3,1,3,1,0,1,0
23,1,2,6,1,1,3,2,1,1,1
21,1,2,6,3,1,3,2,1,1,1
19,1,2,6,1,1,3,1,1,1,0
23,1,2,6,2,1,1,1,1,1,0
35,1,2,6,2,1,3,2,1,1,1
30,1,2,6,1,1,1,1,1,1,0
21,1,2,6,2,1,1,2,1,1,1
28,1,2,6,2,0,1,3,1,1,1
29,1,2,6,2,0,1,2,1,1,1
NA,3,2,6,5,1,1,5,0,1,1
NA,3,2,6,3,1,1,2,0,1,1
24,1,2,6,2,0,1,1,1,1,1
16,1,2,6,3,1,1,4,1,1,1
26,1,2,6,2,1,3,2,0,1,1
22,1,2,6,2,0,1,3,0,1,1
22,1,2,6,1,1,1,1,1,1,1
NA,3,2,6,3,1,1,1,0,1,1
24,1,2,6,5,0,1,1,0,1,1
NA,3,2,6,3,1,1,2,0,1,1
19,1,2,6,1,1,1,1,1,1,1
18,1,2,6,2,1,1,1,1,1,1
24,1,2,6,3,1,1,5,0,1,1
21,1,2,6,3,1,3,1,1,1,1
36,1,2,6,1,1,3,1,1,1,1
15,1,2,6,1,1,3,2,1,1,1
21,1,2,6,2,1,3,2,1,1,1
23,1,2,6,2,1,3,2,1,1,1
22,1,2,6,1,1,1,3,1,1,1
26,1,2,6,1,1,3,1,1,1,1
32,1,2,6,5,1,3,1,0,1,1
24,1,2,6,1,1,3,1,1,1,0
NA,3,2,6,3,1,3,1,0,1,1
23,1,2,6,2,1,3,1,1,1,1
28,1,2,6,3,1,3,2,1,1,1
24,1,2,6,5,1,1,5,0,1,1
29,1,2,6,3,1,1,4,1,1,1
23,1,2,6,2,1,1,5,1,1,1
26,1,2,6,5,1,1,3,1,1,1
19,1,2,6,2,1,3,1,NA,1,0
24,1,2,6,5,1,1,4,0,1,1
NA,3,2,6,5,1,1,4,0,1,1
NA,3,2,6,3,1,1,4,0,1,1
18,1,2,6,1,1,1,3,1,1,1
20,1,2,6,1,1,1,2,1,1,1
22,1,2,6,2,1,1,2,0,1,1
28,1,2,6,0,1,3,1,1,1,1
26,1,2,6,1,1,3,3,1,1,1
18,1,2,6,0,1,1,2,1,1,1
NA,3,2,6,3,1,1,2,0,1,1
18,1,2,6,NA,NA,3,NA,NA,NA,NA
18,1,2,6,2,1,3,1,1,1,1
20,1,2,6,2,1,3,1,0,1,1
16,1,2,6,3,1,3,1,1,1,1
20,1,2,6,2,1,1,1,1,1,1
16,1,2,6,0,1,1,2,1,1,1
24,1,2,6,1,1,3,1,1,1,0
25,2,2,6,1,1,3,1,0,0,1
20,1,2,6,2,1,1,4,1,1,1
21,1,2,6,5,1,3,4,0,1,1
NA,3,2,6,5,1,3,4,0,1,1
NA,3,2,6,5,1,3,1,0,1,1
18,1,2,6,2,1,2,2,NA,1,1
NA,3,2,6,2,1,3,2,0,1,1
18,1,2,6,1,1,3,1,1,1,1
19,1,2,6,1,1,3,2,1,1,1
24,1,2,6,5,1,1,3,0,1,1
NA,3,2,6,2,0,1,1,0,1,1
16,1,2,6,3,0,1,4,1,1,1
NA,3,2,6,NA,NA,1,NA,NA,NA,NA
25,1,2,6,3,1,1,2,0,1,1
16,1,2,6,2,0,1,1,0,1,1
NA,3,2,6,NA,NA,1,NA,NA,NA,NA
34,1,2,6,1,1,1,3,0,1,1
19,1,2,6,2,1,1,3,1,1,1
20,2,2,6,3,1,1,3,0,1,1
NA,3,2,6,3,1,1,3,0,1,1
NA,3,2,6,NA,NA,1,NA,NA,NA,NA
NA,3,2,6,3,1,1,3,0,1,1
17,1,2,6,1,1,1,2,1,0,1
20,2,2,6,2,1,1,2,0,0,1
26,1,2,6,5,1,1,3,0,1,1
18,1,2,6,1,1,1,1,1,1,1
23,1,2,6,3,1,1,2,1,1,1
10,1,2,6,1,1,1,1,1,1,0
21,1,2,6,3,1,1,3,1,1,1
NA,3,2,6,5,1,1,1,0,1,1
17,1,2,6,2,1,1,2,1,1,1
NA,3,2,6,5,1,1,3,0,1,1
34,1,2,6,2,1,1,1,1,1,1
23,1,2,6,3,0,1,5,1,1,1
17,1,2,6,1,1,1,2,1,1,1
NA,3,2,6,3,1,1,2,0,1,1
19,1,2,6,1,1,1,2,1,1,1
24,1,2,6,1,1,1,1,1,1,1
NA,3,2,6,3,1,1,1,0,1,1
18,1,2,6,2,1,1,1,1,1,1
19,1,2,6,3,1,1,1,1,1,1
30,1,2,6,3,1,1,3,0,1,1
19,1,2,6,2,1,1,5,1,1,1
23,1,2,6,3,1,1,1,1,1,1
21,1,2,6,3,0,3,1,1,1,1
18,1,2,6,0,0,3,2,1,1,1
17,1,2,6,1,0,3,1,1,1,1
27,1,2,6,3,0,3,1,0,1,1
25,1,2,6,5,1,3,2,1,1,1
18,1,2,6,3,1,3,1,NA,1,1
27,1,2,6,NA,NA,3,NA,NA,NA,NA
23,1,2,6,0,0,3,1,1,0,1
23,1,2,6,2,0,3,1,1,1,1
29,1,2,6,0,1,3,1,1,0,1
NA,3,2,6,1,0,3,1,0,0,1
25,1,2,6,3,0,3,1,1,1,1
19,1,1,6,2,1,3,2,1,1,1
22,1,1,6,1,0,3,2,1,1,1
27,1,1,6,5,0,3,2,1,1,1
21,1,1,6,1,1,1,4,1,1,1
16,1,1,6,1,0,3,1,1,1,1
30,1,1,6,0,1,3,1,1,1,0
16,1,1,6,2,1,3,2,NA,1,1
21,1,1,6,1,1,3,2,1,1,0
NA,3,1,6,3,1,1,3,0,1,1
21,1,1,6,2,1,1,5,1,1,1
28,1,1,6,5,1,1,3,0,1,1
23,1,1,6,2,0,1,3,1,0,1
